business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,review_id,user_id,review_text
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,WaeKsvHUJ8whjBlWjl0kaQ,yyxEa8y4HGij_m7g1wDKWg,It's really a run of the middle as far as Cuban food goes. Not bad but not great either. I work close by so I end up there for lunch quite a bit. It's definitely worth checking out for lunch as their specials change every day and prepared freshly.
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,U798ImR3aRHtDorpxk5Gwg,QP7Yw8PD1q4mSUU4SCtmxg,"This is a great place, great value, great buzzy atmosphere, and best of all they're friendly to boot.  If you decide to dine here make sure you bring your appetite because the portions are huge!!!"
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,kQg8_grGUZ-tYOa-4DgH-A,UZMXK5kAVXbv2iq6d6L5gg,"I enjoyed the plantains, yucca, black beans and rice here. Workers were very friendly. However my partner did not enjoy his food and I later spoke to my mom and her partner and they said they did not enjoy their food from here either. Maybe I'll come back alone if I am ever in north Saint Pete again lol."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,E1hqAHYEr1cnIitbCmZhlg,-f25-5NRP2zG5nps8blNpw,"This is strictly for the Pepos in the college of SPC! The only reason im giving 4 stars is because the food is great, but the woman that works the counter, is the most rudest woman in the service industry. I brought my own lunch but saw utensils on the outside counter for everyone, however there were only knives, so I nicely asked the woman if I could please have a fork, she responded, we ain't got none, so then I ordered some green beans, I then again asked her for her fork, she looked at me with the rudest face and said, I only got spoons, I said okay that's fine. I sat down to eat my food, next thing you know, there's a ton of people in line, and what's she giving out, forks to people. I can't even. I'm in the service industry, I don't care how much you hate your job but damn, lose the tude."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,8_32xsXTv_tnnOfbAjL97g,x9lN-LHHlOALUD3aDOBVzA,"This is not a date spot or a place to go for a formal event. That being said, the food is great and the staff is friendly. If you're looking for atmosphere, stay away. But if you just want some great food and don't want to spend an outrageous amount of money, this place is perfect. Will definitely go back."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,rrcfuKiutTWSlQuDZKjgVQ,Moxk_YZL4jlyj1bG7ZxQHQ,"Absolutely delicious!  Being Puerto Rican and coming from a family of chefs I have pretty high standards and Pepo's doesn't disappoint!  The staff is friendly, the food delicious, and the atmosphere welcoming.  The aroma hits you on the way in and if you're hungry have the roasted pork it's tender and seasoned perfectly!  Don't pass this gem up!"
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,ywzS5HE_JdvF5Ixrjvl5zw,66M5oWRBonRyV9811txLqw,"My boyfriend and I were glad that we stopped in for lunch. Fast and friendly service, with good portion sizes and tasty food. Nothing fancy or complicated. I will definitely come back when I'm in the area. Keep in mind, I don't have experience with what Cuban food is supposed to taste like, so those with a particular taste in mind might have a different experience."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,wWpMCUFOp5o1OV_o70wnUA,aghhw3q1j3XI7QB892NqbA,"Good food but a bit pricey and no lunch sized portion option.  I'm a pretty big eater, but I could only do lunch here if I took a co-worker and we split one meal between the two of us. I'm a fan of large portions but at almost $12.00 for lunch with a drink, where you either throw 75% of the meal away or you need a person to share it with...no thanks.  I suggested a lunch sized (and priced) option on a couple of occasions when I was there, but it seems to have fallen upon deaf ears. I bet a lunch menu would pick up their lunch time business dramatically. I know I wanted to go several times at lunch but without anyone else to split the meal I was stuck going somewhere else."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,YRazPnUFnxEnKNop1WMFfA,dX94vBAJM373j2Tr6VvRPg,Great cuban food and reasonable prices. It gets packed during lunch time and there's not a lot of room inside. Good and attentive people
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,MoeoAiRh3vDoy1EUTZMBug,TlJCAG0D-eu9ff_JZD5I6A,Came here for the first time for dinner. It was super easy to find and the ladies working there were very nice and treated us like family. I had the midnight sandwich and a side order of plantains and my girlfriend had the 1979 salad. All the food was great. I will definitely come again!
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,-RLvfQlYJuE7uSv24_QrCw,J2zKu9TfF3MwveUYDihTcA,This place is definitely a hidden gem with excellent food and large portions! They also let you sample the meat options available for the day before you order so you know you made the right selection.
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,t5cQliFzMLx8a-RniXhd7w,y_4Us9aQzEjeLkyvzULcrQ,"I've enjoyed this little St. Pete Cuban place for many years, so it pains me to update my previous review.

After a hard day of yard work with a 104-degree heat index, the last thing I felt like doing was cooking.

So I popped into Pepo's for my usual:  a hot pressed Cuban sandwich and their 3 veggies/sides combo.  I got yellow rice, red beans, and maduros.

The sides were excellent, as always!  But as for this particular Cuban sandwich?

It was not pressed long enough.  No biggie, as I just did a quick fix at home in my oven.

The problem was the ham was really, really fatty.  I ate the first half, but could not endure the second half.  By fatty ham, I mean gristle, and it was almost like having to chew rubber bands.  Call me weak, but I actually gagged!

I had to spit it out, gagged some more, and quickly threw away the second half of my Cuban.

So while I do wish Pepo's the best, it will be a very long time if I ever visit again and try my luck with their Cuban sandwich..."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,tEaIa9laVGLOUkLc6KlDtQ,VMjtoXUfo8mAspUZa3gJbg,"Always great! All I really have to say to is Bourbon Chicken, but the Roasted Pork is the best I've ever had. There was one time they had chicken enchiladas and they made them with marinara sauce (wtf?) and that was no good. Everything is is above and beyond."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,-9r-M0S8XsuoVJN7mRCMAw,IEb3vzo98h-mPRMm2QWN6w,"Went by this evening around 6:30. Ordered two roasted pork. Instead of pulling out fresh pork she used a slotted spoon and spooned out what was left sitting in the liquid, water logged pork with no flavor. I as well ordered two orders plantains, I looked at what was sitting in the tray and it looked real old. I asked if that was all they had, she said no that there was others in the back. What was put in the containers was old dried out plantains and she put in pieces from the tray. A total waste of $20.00. 
It will be a long time before we go back.  Quite a shame too."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,dCQskDISePAD7ozgdjHfsw,BTkMYqqr_z0MJotW6vAglw,I have ordered here twice the fish and mojo chicken. It always comes fresh and hot. It is also very good for Cuban food. I recommend this place for anyone in st Petersburg looking for Cuban food.
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,tlijTgSOKLWWY9C0B80ZsQ,sqHav2V7-iL9GfRaRrSE8A,"Very tasty, moist foods. Lots of options.  
Delicious pork and bourbon chicken. Very generous portions."
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,G7mLZPkmKioP_5EhGi4ULA,OLpQEADLAQA2Xh_QftBmeA,Great food... great service .. great atmosphere thank you for letting us enjoy your goodies
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,9939 4th St N,st. petersburg,FL,33702,27.863139,-82.6384169,4.0,135,GsKtB4lY1TiXL_oySpzlkA,mNp-w-r2CVM7wPjP5UbPng,"I go there for breakfast several times a month. Their eggs are decent enough and they are pretty cheap, especially if you arrive early. The Cuban bread isn't bad, though I've had much better. The staff is very friendly but they are slow to give you the check. Several times I've been waiting and had to go to the register to pay out. All in all, I've never had a bad experience. My only gripe is it looks like they shortchange me on the eggs. I always order 4 but it looks like 2, MAYBE 3. Besides that, no real qualms about the place."
